company,column,source,is_real
Kasikornbank,renewable_pct,calibrated,no
Kasikornbank,renewable_pct_trend,calibrated,no
Kasikornbank,rev_growth_yoy,calibrated,no
Kasikornbank,revenue_usd_b,calibrated,no
Kasikornbank,say_do_confidence,calibrated,no
Kasikornbank,say_do_gap,calibrated,no
Kasikornbank,sector,calibrated,no
Kasikornbank,sentiment_score,calibrated,no
Kasikornbank,sentiment_trend,calibrated,no
Kasikornbank,stated_commitments,calibrated,no
Kasikornbank,ticker,calibrated,no
Maybank,ai_earnings_mentions,calibrated,no
Maybank,ai_job_pct,calibrated,no
Maybank,ai_patent_count,calibrated,no
Maybank,board_independence_pct,calibrated,no
Maybank,board_independence_pct_trend,calibrated,no
Maybank,claim_articles_12mo,calibrated,no
Maybank,claim_share,calibrated,no
Maybank,claims_source,calibrated,no
Maybank,company,calibrated,no
Maybank,company_stage,calibrated,no
Maybank,controversy_flags_12mo,calibrated,no
Maybank,controversy_flags_e,calibrated,no
Maybank,controversy_flags_g,calibrated,no
Maybank,controversy_flags_s,calibrated,no
Maybank,controversy_intensity_e,calibrated,no
Maybank,controversy_intensity_g,calibrated,no
Maybank,controversy_intensity_s,calibrated,no
Maybank,country,calibrated,no
Maybank,data_source,calibrated,no
Maybank,diversity_women_pct,calibrated,no
Maybank,diversity_women_pct_trend,calibrated,no
Maybank,emissions_intensity,calibrated,no
Maybank,emissions_intensity_trend,calibrated,no
Maybank,employee_sentiment_trend,calibrated,no
Maybank,env_fines_12mo,calibrated,no
Maybank,esg_cagr_5yr,calibrated,no
Maybank,esg_e_cagr,calibrated,no
Maybank,esg_e_today,calibrated,no
Maybank,esg_g_cagr,calibrated,no
Maybank,esg_g_today,calibrated,no
Maybank,esg_s_cagr,calibrated,no
Maybank,esg_s_today,calibrated,no
Maybank,esg_score_5yr_ago,calibrated,no
Maybank,esg_score_today,calibrated,no
Maybank,exec_turnover_12mo,calibrated,no
Maybank,green_capex_pct,calibrated,no
Maybank,green_capex_pct_trend,calibrated,no
Maybank,hires_6mo,calibrated,no
Maybank,hires_growth,calibrated,no
Maybank,hires_per_m_rev,calibrated,no
Maybank,hires_prev_6mo,calibrated,no
Maybank,insider_sell_ratio,calibrated,no
Maybank,labour_controversy_12mo,calibrated,no
Maybank,litigation_actions_12mo,calibrated,no
Maybank,pb_ratio,calibrated,no
Maybank,pe_ratio,calibrated,no
Maybank,renewable_pct,calibrated,no
Maybank,renewable_pct_trend,calibrated,no
Maybank,rev_growth_yoy,calibrated,no
Maybank,revenue_usd_b,calibrated,no
Maybank,say_do_confidence,calibrated,no
Maybank,say_do_gap,calibrated,no
Maybank,sector,calibrated,no
Maybank,sentiment_score,calibrated,no
Maybank,sentiment_trend,calibrated,no
Maybank,stated_commitments,calibrated,no
Maybank,ticker,calibrated,no
Siam Cement (SCG),ai_earnings_mentions,calibrated,no
Siam Cement (SCG),ai_job_pct,calibrated,no
Siam Cement (SCG),ai_patent_count,calibrated,no
Siam Cement (SCG),board_independence_pct,calibrated,no
Siam Cement (SCG),board_independence_pct_trend,calibrated,no
Siam Cement (SCG),claim_articles_12mo,calibrated,no
Siam Cement (SCG),claim_share,calibrated,no
Siam Cement (SCG),claims_source,calibrated,no
Siam Cement (SCG),company,calibrated,no
Siam Cement (SCG),company_stage,calibrated,no
Siam Cement (SCG),controversy_flags_12mo,calibrated,no
Siam Cement (SCG),controversy_flags_e,calibrated,no
Siam Cement (SCG),controversy_flags_g,calibrated,no
Siam Cement (SCG),controversy_flags_s,calibrated,no
Siam Cement (SCG),controversy_intensity_e,calibrated,no
Siam Cement (SCG),controversy_intensity_g,calibrated,no
Siam Cement (SCG),controversy_intensity_s,calibrated,no
Siam Cement (SCG),country,calibrated,no
Siam Cement (SCG),data_source,calibrated,no
Siam Cement (SCG),diversity_women_pct,calibrated,no
Siam Cement (SCG),diversity_women_pct_trend,calibrated,no
Siam Cement (SCG),emissions_intensity,calibrated,no
Siam Cement (SCG),emissions_intensity_trend,calibrated,no
Siam Cement (SCG),employee_sentiment_trend,calibrated,no
Siam Cement (SCG),env_fines_12mo,calibrated,no
Siam Cement (SCG),esg_cagr_5yr,calibrated,no
Siam Cement (SCG),esg_e_cagr,calibrated,no
Siam Cement (SCG),esg_e_today,calibrated,no
Siam Cement (SCG),esg_g_cagr,calibrated,no
Siam Cement (SCG),esg_g_today,calibrated,no
Siam Cement (SCG),esg_s_cagr,calibrated,no
Siam Cement (SCG),esg_s_today,calibrated,no
Siam Cement (SCG),esg_score_5yr_ago,calibrated,no
Siam Cement (SCG),esg_score_today,calibrated,no
Siam Cement (SCG),exec_turnover_12mo,calibrated,no
Siam Cement (SCG),green_capex_pct,calibrated,no
Siam Cement (SCG),green_capex_pct_trend,calibrated,no
Siam Cement (SCG),hires_6mo,calibrated,no
Siam Cement (SCG),hires_growth,calibrated,no
Siam Cement (SCG),hires_per_m_rev,calibrated,no
Siam Cement (SCG),hires_prev_6mo,calibrated,no
Siam Cement (SCG),insider_sell_ratio,calibrated,no
Siam Cement (SCG),labour_controversy_12mo,calibrated,no
Siam Cement (SCG),litigation_actions_12mo,calibrated,no
Siam Cement (SCG),pb_ratio,calibrated,no
Siam Cement (SCG),pe_ratio,calibrated,no
Siam Cement (SCG),renewable_pct,calibrated,no
Siam Cement (SCG),renewable_pct_trend,calibrated,no
Siam Cement (SCG),rev_growth_yoy,calibrated,no
Siam Cement (SCG),revenue_usd_b,calibrated,no
Siam Cement (SCG),say_do_confidence,calibrated,no
Siam Cement (SCG),say_do_gap,calibrated,no
Siam Cement (SCG),sector,calibrated,no
Siam Cement (SCG),sentiment_score,calibrated,no
Siam Cement (SCG),sentiment_trend,calibrated,no
Siam Cement (SCG),stated_commitments,calibrated,no
Siam Cement (SCG),ticker,calibrated,no
Astra International,ai_earnings_mentions,calibrated,no
Astra International,ai_job_pct,calibrated,no
Astra International,ai_patent_count,calibrated,no
Astra International,board_independence_pct,calibrated,no
Astra International,board_independence_pct_trend,calibrated,no
Astra International,claim_articles_12mo,calibrated,no
Astra International,claim_share,calibrated,no
Astra International,claims_source,calibrated,no
Astra International,company,calibrated,no
Astra International,company_stage,calibrated,no
Astra International,controversy_flags_12mo,calibrated,no
Astra International,controversy_flags_e,calibrated,no
Astra International,controversy_flags_g,calibrated,no
Astra International,controversy_flags_s,calibrated,no
Astra International,controversy_intensity_e,calibrated,no
Astra International,controversy_intensity_g,calibrated,no
Astra International,controversy_intensity_s,calibrated,no
Astra International,country,calibrated,no
Astra International,data_source,calibrated,no
Astra International,diversity_women_pct,calibrated,no
Astra International,diversity_women_pct_trend,calibrated,no
Astra International,emissions_intensity,calibrated,no
Astra International,emissions_intensity_trend,calibrated,no
Astra International,employee_sentiment_trend,calibrated,no
Astra International,env_fines_12mo,calibrated,no
Astra International,esg_cagr_5yr,calibrated,no
Astra International,esg_e_cagr,calibrated,no
Astra International,esg_e_today,calibrated,no
Astra International,esg_g_cagr,calibrated,no
Astra International,esg_g_today,calibrated,no
Astra International,esg_s_cagr,calibrated,no
Astra International,esg_s_today,calibrated,no
Astra International,esg_score_5yr_ago,calibrated,no
Astra International,esg_score_today,calibrated,no
Astra International,exec_turnover_12mo,calibrated,no
Astra International,green_capex_pct,calibrated,no
Astra International,green_capex_pct_trend,calibrated,no
Astra International,hires_6mo,calibrated,no
Astra International,hires_growth,calibrated,no
Astra International,hires_per_m_rev,calibrated,no
Astra International,hires_prev_6mo,calibrated,no
Astra International,insider_sell_ratio,calibrated,no
Astra International,labour_controversy_12mo,calibrated,no
Astra International,litigation_actions_12mo,calibrated,no
Astra International,pb_ratio,calibrated,no
Astra International,pe_ratio,calibrated,no
Astra International,renewable_pct,calibrated,no
Astra International,renewable_pct_trend,calibrated,no
Astra International,rev_growth_yoy,calibrated,no
Astra International,revenue_usd_b,calibrated,no
Astra International,say_do_confidence,calibrated,no
Astra International,say_do_gap,calibrated,no
Astra International,sector,calibrated,no
Astra International,sentiment_score,calibrated,no
Astra International,sentiment_trend,calibrated,no
Astra International,stated_commitments,calibrated,no
Astra International,ticker,calibrated,no
Singtel,ai_earnings_mentions,calibrated,no
Singtel,ai_job_pct,calibrated,no
Singtel,ai_patent_count,calibrated,no
Singtel,board_independence_pct,calibrated,no
Singtel,board_independence_pct_trend,calibrated,no
Singtel,claim_articles_12mo,calibrated,no
Singtel,claim_share,calibrated,no
Singtel,claims_source,calibrated,no
Singtel,company,calibrated,no
Singtel,company_stage,calibrated,no
Singtel,controversy_flags_12mo,calibrated,no
Singtel,controversy_flags_e,calibrated,no
Singtel,controversy_flags_g,calibrated,no
Singtel,controversy_flags_s,calibrated,no
Singtel,controversy_intensity_e,calibrated,no
Singtel,controversy_intensity_g,calibrated,no
Singtel,controversy_intensity_s,calibrated,no
Singtel,country,calibrated,no
Singtel,data_source,calibrated,no
Singtel,diversity_women_pct,calibrated,no
Singtel,diversity_women_pct_trend,calibrated,no
Singtel,emissions_intensity,calibrated,no
Singtel,emissions_intensity_trend,calibrated,no
Singtel,employee_sentiment_trend,calibrated,no
Singtel,env_fines_12mo,calibrated,no
Singtel,esg_cagr_5yr,calibrated,no
Singtel,esg_e_cagr,calibrated,no
Singtel,esg_e_today,calibrated,no
Singtel,esg_g_cagr,calibrated,no
Singtel,esg_g_today,calibrated,no
Singtel,esg_s_cagr,calibrated,no
Singtel,esg_s_today,calibrated,no
Singtel,esg_score_5yr_ago,calibrated,no
Singtel,esg_score_today,calibrated,no
Singtel,exec_turnover_12mo,calibrated,no
Singtel,green_capex_pct,calibrated,no
Singtel,green_capex_pct_trend,calibrated,no
Singtel,hires_6mo,calibrated,no
Singtel,hires_growth,calibrated,no
Singtel,hires_per_m_rev,calibrated,no
Singtel,hires_prev_6mo,calibrated,no
Singtel,insider_sell_ratio,calibrated,no
Singtel,labour_controversy_12mo,calibrated,no
Singtel,litigation_actions_12mo,calibrated,no
Singtel,pb_ratio,calibrated,no
Singtel,pe_ratio,calibrated,no
Singtel,renewable_pct,calibrated,no
Singtel,renewable_pct_trend,calibrated,no
Singtel,rev_growth_yoy,calibrated,no
Singtel,revenue_usd_b,calibrated,no
Singtel,say_do_confidence,calibrated,no
Singtel,say_do_gap,calibrated,no
Singtel,sector,calibrated,no
Singtel,sentiment_score,calibrated,no
Singtel,sentiment_trend,calibrated,no
Singtel,stated_commitments,calibrated,no
Singtel,ticker,calibrated,no
Tenaga Nasional,ai_earnings_mentions,calibrated,no
Tenaga Nasional,ai_job_pct,calibrated,no
Tenaga Nasional,ai_patent_count,calibrated,no
Tenaga Nasional,board_independence_pct,calibrated,no
Tenaga Nasional,board_independence_pct_trend,calibrated,no
Tenaga Nasional,claim_articles_12mo,calibrated,no
Tenaga Nasional,claim_share,calibrated,no
Tenaga Nasional,claims_source,calibrated,no
Tenaga Nasional,company,calibrated,no
Tenaga Nasional,company_stage,calibrated,no
Tenaga Nasional,controversy_flags_12mo,calibrated,no
Tenaga Nasional,controversy_flags_e,calibrated,no
Tenaga Nasional,controversy_flags_g,calibrated,no
Tenaga Nasional,controversy_flags_s,calibrated,no
Tenaga Nasional,controversy_intensity_e,calibrated,no
Tenaga Nasional,controversy_intensity_g,calibrated,no
Tenaga Nasional,controversy_intensity_s,calibrated,no
Tenaga Nasional,country,calibrated,no
Tenaga Nasional,data_source,calibrated,no
Tenaga Nasional,diversity_women_pct,calibrated,no
Tenaga Nasional,diversity_women_pct_trend,calibrated,no
Tenaga Nasional,emissions_intensity,calibrated,no
Tenaga Nasional,emissions_intensity_trend,calibrated,no
Tenaga Nasional,employee_sentiment_trend,calibrated,no
Tenaga Nasional,env_fines_12mo,calibrated,no
Tenaga Nasional,esg_cagr_5yr,calibrated,no
Tenaga Nasional,esg_e_cagr,calibrated,no
Tenaga Nasional,esg_e_today,calibrated,no
Tenaga Nasional,esg_g_cagr,calibrated,no
Tenaga Nasional,esg_g_today,calibrated,no
Tenaga Nasional,esg_s_cagr,calibrated,no
Tenaga Nasional,esg_s_today,calibrated,no
Tenaga Nasional,esg_score_5yr_ago,calibrated,no
Tenaga Nasional,esg_score_today,calibrated,no
Tenaga Nasional,exec_turnover_12mo,calibrated,no
Tenaga Nasional,green_capex_pct,calibrated,no
Tenaga Nasional,green_capex_pct_trend,calibrated,no
Tenaga Nasional,hires_6mo,calibrated,no
Tenaga Nasional,hires_growth,calibrated,no
Tenaga Nasional,hires_per_m_rev,calibrated,no
Tenaga Nasional,hires_prev_6mo,calibrated,no
Tenaga Nasional,insider_sell_ratio,calibrated,no
Tenaga Nasional,labour_controversy_12mo,calibrated,no
Tenaga Nasional,litigation_actions_12mo,calibrated,no
Tenaga Nasional,pb_ratio,calibrated,no
Tenaga Nasional,pe_ratio,calibrated,no
Tenaga Nasional,renewable_pct,calibrated,no
Tenaga Nasional,renewable_pct_trend,calibrated,no
Tenaga Nasional,rev_growth_yoy,calibrated,no
Tenaga Nasional,revenue_usd_b,calibrated,no
Tenaga Nasional,say_do_confidence,calibrated,no
Tenaga Nasional,say_do_gap,calibrated,no
Tenaga Nasional,sector,calibrated,no
Tenaga Nasional,sentiment_score,calibrated,no
Tenaga Nasional,sentiment_trend,calibrated,no
Tenaga Nasional,stated_commitments,calibrated,no
Tenaga Nasional,ticker,calibrated,no
Airports of Thailand,ai_earnings_mentions,calibrated,no
Airports of Thailand,ai_job_pct,calibrated,no
Airports of Thailand,ai_patent_count,calibrated,no
Airports of Thailand,board_independence_pct,calibrated,no
Airports of Thailand,board_independence_pct_trend,calibrated,no
Airports of Thailand,claim_articles_12mo,calibrated,no
Airports of Thailand,claim_share,calibrated,no
Airports of Thailand,claims_source,calibrated,no
Airports of Thailand,company,calibrated,no
Airports of Thailand,company_stage,calibrated,no
Airports of Thailand,controversy_flags_12mo,calibrated,no
Airports of Thailand,controversy_flags_e,calibrated,no
Airports of Thailand,controversy_flags_g,calibrated,no
Airports of Thailand,controversy_flags_s,calibrated,no
Airports of Thailand,controversy_intensity_e,calibrated,no
Airports of Thailand,controversy_intensity_g,calibrated,no
Airports of Thailand,controversy_intensity_s,calibrated,no
Airports of Thailand,country,calibrated,no
Airports of Thailand,data_source,calibrated,no
Airports of Thailand,diversity_women_pct,calibrated,no
Airports of Thailand,diversity_women_pct_trend,calibrated,no
Airports of Thailand,emissions_intensity,calibrated,no
Airports of Thailand,emissions_intensity_trend,calibrated,no
Airports of Thailand,employee_sentiment_trend,calibrated,no
Airports of Thailand,env_fines_12mo,calibrated,no
Airports of Thailand,esg_cagr_5yr,calibrated,no
Airports of Thailand,esg_e_cagr,calibrated,no
Airports of Thailand,esg_e_today,calibrated,no
Airports of Thailand,esg_g_cagr,calibrated,no
Airports of Thailand,esg_g_today,calibrated,no
Airports of Thailand,esg_s_cagr,calibrated,no
Airports of Thailand,esg_s_today,calibrated,no
Airports of Thailand,esg_score_5yr_ago,calibrated,no
Airports of Thailand,esg_score_today,calibrated,no
Airports of Thailand,exec_turnover_12mo,calibrated,no
Airports of Thailand,green_capex_pct,calibrated,no
Airports of Thailand,green_capex_pct_trend,calibrated,no
Airports of Thailand,hires_6mo,calibrated,no
Airports of Thailand,hires_growth,calibrated,no
Airports of Thailand,hires_per_m_rev,calibrated,no
Airports of Thailand,hires_prev_6mo,calibrated,no
Airports of Thailand,insider_sell_ratio,calibrated,no
Airports of Thailand,labour_controversy_12mo,calibrated,no
Airports of Thailand,litigation_actions_12mo,calibrated,no
Airports of Thailand,pb_ratio,calibrated,no
Airports of Thailand,pe_ratio,calibrated,no
Airports of Thailand,renewable_pct,calibrated,no
Airports of Thailand,renewable_pct_trend,calibrated,no
Airports of Thailand,rev_growth_yoy,calibrated,no
Airports of Thailand,revenue_usd_b,calibrated,no
Airports of Thailand,say_do_confidence,calibrated,no
Airports of Thailand,say_do_gap,calibrated,no
Airports of Thailand,sector,calibrated,no
Airports of Thailand,sentiment_score,calibrated,no
Airports of Thailand,sentiment_trend,calibrated,no
Airports of Thailand,stated_commitments,calibrated,no
Airports of Thailand,ticker,calibrated,no
Telkom Indonesia,ai_earnings_mentions,calibrated,no
Telkom Indonesia,ai_job_pct,calibrated,no
Telkom Indonesia,ai_patent_count,calibrated,no
Telkom Indonesia,board_independence_pct,calibrated,no
Telkom Indonesia,board_independence_pct_trend,calibrated,no
Telkom Indonesia,claim_articles_12mo,calibrated,no
Telkom Indonesia,claim_share,calibrated,no
Telkom Indonesia,claims_source,calibrated,no
Telkom Indonesia,company,calibrated,no
Telkom Indonesia,company_stage,calibrated,no
Telkom Indonesia,controversy_flags_12mo,calibrated,no
Telkom Indonesia,controversy_flags_e,calibrated,no
Telkom Indonesia,controversy_flags_g,calibrated,no
Telkom Indonesia,controversy_flags_s,calibrated,no
Telkom Indonesia,controversy_intensity_e,calibrated,no
Telkom Indonesia,controversy_intensity_g,calibrated,no
Telkom Indonesia,controversy_intensity_s,calibrated,no
Telkom Indonesia,country,calibrated,no
Telkom Indonesia,data_source,calibrated,no
Telkom Indonesia,diversity_women_pct,calibrated,no
Telkom Indonesia,diversity_women_pct_trend,calibrated,no
Telkom Indonesia,emissions_intensity,calibrated,no
Telkom Indonesia,emissions_intensity_trend,calibrated,no
Telkom Indonesia,employee_sentiment_trend,calibrated,no
Telkom Indonesia,env_fines_12mo,calibrated,no
Telkom Indonesia,esg_cagr_5yr,calibrated,no
Telkom Indonesia,esg_e_cagr,calibrated,no
Telkom Indonesia,esg_e_today,calibrated,no
Telkom Indonesia,esg_g_cagr,calibrated,no
Telkom Indonesia,esg_g_today,calibrated,no
Telkom Indonesia,esg_s_cagr,calibrated,no
Telkom Indonesia,esg_s_today,calibrated,no
Telkom Indonesia,esg_score_5yr_ago,calibrated,no
Telkom Indonesia,esg_score_today,calibrated,no
Telkom Indonesia,exec_turnover_12mo,calibrated,no
Telkom Indonesia,green_capex_pct,calibrated,no
Telkom Indonesia,green_capex_pct_trend,calibrated,no
Telkom Indonesia,hires_6mo,calibrated,no
Telkom Indonesia,hires_growth,calibrated,no
Telkom Indonesia,hires_per_m_rev,calibrated,no
Telkom Indonesia,hires_prev_6mo,calibrated,no
Telkom Indonesia,insider_sell_ratio,calibrated,no
Telkom Indonesia,labour_controversy_12mo,calibrated,no
Telkom Indonesia,litigation_actions_12mo,calibrated,no
Telkom Indonesia,pb_ratio,calibrated,no
Telkom Indonesia,pe_ratio,calibrated,no
Telkom Indonesia,renewable_pct,calibrated,no
Telkom Indonesia,renewable_pct_trend,calibrated,no
Telkom Indonesia,rev_growth_yoy,calibrated,no
Telkom Indonesia,revenue_usd_b,calibrated,no
Telkom Indonesia,say_do_confidence,calibrated,no
Telkom Indonesia,say_do_gap,calibrated,no
Telkom Indonesia,sector,calibrated,no
Telkom Indonesia,sentiment_score,calibrated,no
Telkom Indonesia,sentiment_trend,calibrated,no
Telkom Indonesia,stated_commitments,calibrated,no
Telkom Indonesia,ticker,calibrated,no
PTTEP,ai_earnings_mentions,calibrated,no
PTTEP,ai_job_pct,calibrated,no
PTTEP,ai_patent_count,calibrated,no
PTTEP,board_independence_pct,calibrated,no
PTTEP,board_independence_pct_trend,calibrated,no
PTTEP,claim_articles_12mo,calibrated,no
PTTEP,claim_share,calibrated,no
PTTEP,claims_source,calibrated,no
PTTEP,company,calibrated,no
PTTEP,company_stage,calibrated,no
PTTEP,controversy_flags_12mo,calibrated,no
PTTEP,controversy_flags_e,calibrated,no
PTTEP,controversy_flags_g,calibrated,no
PTTEP,controversy_flags_s,calibrated,no
PTTEP,controversy_intensity_e,calibrated,no
PTTEP,controversy_intensity_g,calibrated,no
PTTEP,controversy_intensity_s,calibrated,no
PTTEP,country,calibrated,no
PTTEP,data_source,calibrated,no
PTTEP,diversity_women_pct,calibrated,no
PTTEP,diversity_women_pct_trend,calibrated,no
PTTEP,emissions_intensity,calibrated,no
PTTEP,emissions_intensity_trend,calibrated,no
PTTEP,employee_sentiment_trend,calibrated,no
PTTEP,env_fines_12mo,calibrated,no
PTTEP,esg_cagr_5yr,calibrated,no
PTTEP,esg_e_cagr,calibrated,no
PTTEP,esg_e_today,calibrated,no
PTTEP,esg_g_cagr,calibrated,no
PTTEP,esg_g_today,calibrated,no
PTTEP,esg_s_cagr,calibrated,no
PTTEP,esg_s_today,calibrated,no
PTTEP,esg_score_5yr_ago,calibrated,no
PTTEP,esg_score_today,calibrated,no
PTTEP,exec_turnover_12mo,calibrated,no
PTTEP,green_capex_pct,calibrated,no
PTTEP,green_capex_pct_trend,calibrated,no
PTTEP,hires_6mo,calibrated,no
PTTEP,hires_growth,calibrated,no
PTTEP,hires_per_m_rev,calibrated,no
PTTEP,hires_prev_6mo,calibrated,no
PTTEP,insider_sell_ratio,calibrated,no
PTTEP,labour_controversy_12mo,calibrated,no
PTTEP,litigation_actions_12mo,calibrated,no
PTTEP,pb_ratio,calibrated,no
PTTEP,pe_ratio,calibrated,no
PTTEP,renewable_pct,calibrated,no
PTTEP,renewable_pct_trend,calibrated,no
PTTEP,rev_growth_yoy,calibrated,no
PTTEP,revenue_usd_b,calibrated,no
PTTEP,say_do_confidence,calibrated,no
PTTEP,say_do_gap,calibrated,no
PTTEP,sector,calibrated,no
PTTEP,sentiment_score,calibrated,no
PTTEP,sentiment_trend,calibrated,no
PTTEP,stated_commitments,calibrated,no
PTTEP,ticker,calibrated,no
Genting Singapore,ai_earnings_mentions,calibrated,no
Genting Singapore,ai_job_pct,calibrated,no
Genting Singapore,ai_patent_count,calibrated,no
Genting Singapore,board_independence_pct,calibrated,no
Genting Singapore,board_independence_pct_trend,calibrated,no
Genting Singapore,claim_articles_12mo,calibrated,no
Genting Singapore,claim_share,calibrated,no
Genting Singapore,claims_source,calibrated,no
Genting Singapore,company,calibrated,no
Genting Singapore,company_stage,calibrated,no
Genting Singapore,controversy_flags_12mo,calibrated,no
Genting Singapore,controversy_flags_e,calibrated,no
Genting Singapore,controversy_flags_g,calibrated,no
Genting Singapore,controversy_flags_s,calibrated,no
Genting Singapore,controversy_intensity_e,calibrated,no
Genting Singapore,controversy_intensity_g,calibrated,no
Genting Singapore,controversy_intensity_s,calibrated,no
Genting Singapore,country,calibrated,no
Genting Singapore,data_source,calibrated,no
Genting Singapore,diversity_women_pct,calibrated,no
Genting Singapore,diversity_women_pct_trend,calibrated,no
Genting Singapore,emissions_intensity,calibrated,no
Genting Singapore,emissions_intensity_trend,calibrated,no
Genting Singapore,employee_sentiment_trend,calibrated,no
Genting Singapore,env_fines_12mo,calibrated,no
Genting Singapore,esg_cagr_5yr,calibrated,no
Genting Singapore,esg_e_cagr,calibrated,no
Genting Singapore,esg_e_today,calibrated,no
Genting Singapore,esg_g_cagr,calibrated,no
Genting Singapore,esg_g_today,calibrated,no
Genting Singapore,esg_s_cagr,calibrated,no
Genting Singapore,esg_s_today,calibrated,no
Genting Singapore,esg_score_5yr_ago,calibrated,no
Genting Singapore,esg_score_today,calibrated,no
Genting Singapore,exec_turnover_12mo,calibrated,no
Genting Singapore,green_capex_pct,calibrated,no
Genting Singapore,green_capex_pct_trend,calibrated,no
Genting Singapore,hires_6mo,calibrated,no
Genting Singapore,hires_growth,calibrated,no
Genting Singapore,hires_per_m_rev,calibrated,no
Genting Singapore,hires_prev_6mo,calibrated,no
Genting Singapore,insider_sell_ratio,calibrated,no
Genting Singapore,labour_controversy_12mo,calibrated,no
Genting Singapore,litigation_actions_12mo,calibrated,no
Genting Singapore,pb_ratio,calibrated,no
Genting Singapore,pe_ratio,calibrated,no
Genting Singapore,renewable_pct,calibrated,no
Genting Singapore,renewable_pct_trend,calibrated,no
Genting Singapore,rev_growth_yoy,calibrated,no
Genting Singapore,revenue_usd_b,calibrated,no
Genting Singapore,say_do_confidence,calibrated,no
Genting Singapore,say_do_gap,calibrated,no
Genting Singapore,sector,calibrated,no
Genting Singapore,sentiment_score,calibrated,no
Genting Singapore,sentiment_trend,calibrated,no
Genting Singapore,stated_commitments,calibrated,no
Genting Singapore,ticker,calibrated,no
Top Glove,ai_earnings_mentions,calibrated,no
Top Glove,ai_job_pct,calibrated,no
Top Glove,ai_patent_count,calibrated,no
Top Glove,board_independence_pct,calibrated,no
Top Glove,board_independence_pct_trend,calibrated,no
Top Glove,claim_articles_12mo,calibrated,no
Top Glove,claim_share,calibrated,no
Top Glove,claims_source,calibrated,no
Top Glove,company,calibrated,no
Top Glove,company_stage,calibrated,no
Top Glove,controversy_flags_12mo,calibrated,no
Top Glove,controversy_flags_e,calibrated,no
Top Glove,controversy_flags_g,calibrated,no
Top Glove,controversy_flags_s,calibrated,no
Top Glove,controversy_intensity_e,calibrated,no
Top Glove,controversy_intensity_g,calibrated,no
Top Glove,controversy_intensity_s,calibrated,no
Top Glove,country,calibrated,no
Top Glove,data_source,calibrated,no
Top Glove,diversity_women_pct,calibrated,no
Top Glove,diversity_women_pct_trend,calibrated,no
Top Glove,emissions_intensity,calibrated,no
Top Glove,emissions_intensity_trend,calibrated,no
Top Glove,employee_sentiment_trend,calibrated,no
Top Glove,env_fines_12mo,calibrated,no
Top Glove,esg_cagr_5yr,calibrated,no
Top Glove,esg_e_cagr,calibrated,no
Top Glove,esg_e_today,calibrated,no
Top Glove,esg_g_cagr,calibrated,no
Top Glove,esg_g_today,calibrated,no
Top Glove,esg_s_cagr,calibrated,no
Top Glove,esg_s_today,calibrated,no
Top Glove,esg_score_5yr_ago,calibrated,no
Top Glove,esg_score_today,calibrated,no
Top Glove,exec_turnover_12mo,calibrated,no
Top Glove,green_capex_pct,calibrated,no
Top Glove,green_capex_pct_trend,calibrated,no
Top Glove,hires_6mo,calibrated,no
Top Glove,hires_growth,calibrated,no
Top Glove,hires_per_m_rev,calibrated,no
Top Glove,hires_prev_6mo,calibrated,no
Top Glove,insider_sell_ratio,calibrated,no
Top Glove,labour_controversy_12mo,calibrated,no
Top Glove,litigation_actions_12mo,calibrated,no
Top Glove,pb_ratio,calibrated,no
Top Glove,pe_ratio,calibrated,no
Top Glove,renewable_pct,calibrated,no
Top Glove,renewable_pct_trend,calibrated,no
Top Glove,rev_growth_yoy,calibrated,no
Top Glove,revenue_usd_b,calibrated,no
Top Glove,say_do_confidence,calibrated,no
Top Glove,say_do_gap,calibrated,no
Top Glove,sector,calibrated,no
Top Glove,sentiment_score,calibrated,no
Top Glove,sentiment_trend,calibrated,no
Top Glove,stated_commitments,calibrated,no
Top Glove,ticker,calibrated,no
Golden Agri-Res.,ai_earnings_mentions,calibrated,no
Golden Agri-Res.,ai_job_pct,calibrated,no
Golden Agri-Res.,ai_patent_count,calibrated,no
Golden Agri-Res.,board_independence_pct,calibrated,no
Golden Agri-Res.,board_independence_pct_trend,calibrated,no
Golden Agri-Res.,claim_articles_12mo,calibrated,no
Golden Agri-Res.,claim_share,calibrated,no
Golden Agri-Res.,claims_source,calibrated,no
Golden Agri-Res.,company,calibrated,no
Golden Agri-Res.,company_stage,calibrated,no
Golden Agri-Res.,controversy_flags_12mo,calibrated,no
Golden Agri-Res.,controversy_flags_e,calibrated,no
Golden Agri-Res.,controversy_flags_g,calibrated,no
Golden Agri-Res.,controversy_flags_s,calibrated,no
Golden Agri-Res.,controversy_intensity_e,calibrated,no
Golden Agri-Res.,controversy_intensity_g,calibrated,no
Golden Agri-Res.,controversy_intensity_s,calibrated,no
Golden Agri-Res.,country,calibrated,no
Golden Agri-Res.,data_source,calibrated,no
Golden Agri-Res.,diversity_women_pct,calibrated,no
Golden Agri-Res.,diversity_women_pct_trend,calibrated,no
Golden Agri-Res.,emissions_intensity,calibrated,no
Golden Agri-Res.,emissions_intensity_trend,calibrated,no
Golden Agri-Res.,employee_sentiment_trend,calibrated,no
Golden Agri-Res.,env_fines_12mo,calibrated,no
Golden Agri-Res.,esg_cagr_5yr,calibrated,no
Golden Agri-Res.,esg_e_cagr,calibrated,no
Golden Agri-Res.,esg_e_today,calibrated,no
